index,source,target
17,上質なゲネポスの素材で{j}作られた頭用装備。{j}ランポスヘルムの強化型。,Head armor made from high-quality Genprey{j}materials. An upgraded version of the{j}Velociprey Helm.
18,ゲネポスの細かい鱗を繋ぎ{j}合わせて作られた頭用装備。{j}高度な技術が用いられている。,Head Armor crafted by joining together the{j}fine scales of a Genprey. Advanced{j}techniques were used in its making.
19,上質なイーオス素材で作られ{j}た頭用装備。ランポス系では{j}最強クラスの防具。,"Head armor made from high-quality Ios{j}materials. For the Velociprey series, it{j}is the strongest class of armor."
20,赤い鱗が美しい防具。{j}厳選したイーオス素材を、繋{j}ぎ合わせて作られた頭用装備。,Armor with beautiful red scales.{j}Head equipment made by joining{j}carefully selected Ios materials.
21,ゲリョスの皮で覆われた頭用{j}装備。皮がゴム質のため、{j}物理攻撃には強い。,"Head armor covered in Gypceros hide. Since{j}the hide is rubbery, it is strong against{j}physical attacks."
22,ゲリョスの皮で覆われた頭用{j}装備。独特の外見には、{j}言い知れぬ威圧感がある。,Head armor covered in Gypceros hide. Its{j}unique appearance gives off an{j}inexplicable sense of intimidation.
23,ガレオスの素材で作られた{j}頭用装備。大きなヒレの飾り{j}が誇らしげに輝く。,Head armor made from Gareos materials. The{j}large fin ornament shines proudly.{j}
24,ガレオスの素材で作られた{j}頭用装備。ガレオスの鱗に{j}より水耐性が強化されている。,Head armor made from Gareos materials. Its{j}water resistance is strengthened beyond{j}that of Gareos scales.
25,女王の気品、そして華麗さと{j}力強さ。すべてが凝縮された、{j}美しくも恐るべき頭用装備。,"The Queen's grace, splendor, and{j}strength. All condensed into this{j}beautiful yet fearsome head armor."
26,女王の名を冠する頭用の装備。{j}灼熱の火炎にも焦げ跡ひとつ{j}つかない、まさに芸術品。,Head armor bearing the Queen's name. Not a{j}single scorch mark from even searing{j}flames; truly a work of art.
27,フルフルの皮で覆われた頭用{j}装備。暗い…。,Head armor{j}covered in Khezu hide. Gloomy...
28,フルフルの皮で覆われた頭用{j}装備。怪しい…。,Head armor{j}covered in Khezu hide. Suspicious...
29,ハンターにとって、王冠にも{j}等しい意味を持つ頭用の装備。{j}圧倒的な防御力が自慢の逸品。,"For a Hunter, head armor that carries as{j}much meaning as a crown. A superb piece{j}boasting overwhelming Defense."
30,頭にこの防具を頂くものは、{j}即ち最強のハンターと見なさ{j}れる。全ガンナーの最終目標。,One who bears this armor upon their head{j}is regarded as the strongest Hunter. The{j}ultimate goal of every Gunner.
31,ガノトトスの強固な鱗をベー{j}スに、ヒレで装飾された頭用{j}装備。頑丈だが雷に弱い。,Plesioth's sturdy scales form the{j}base of this fin-decorated head{j}armor. Sturdy but weak to Thunder.
32,ガノトトスの鱗をベースに、{j}ヒレで装飾された頭用装備。{j}水属性攻撃を強力に弾く。,"Head equipment based on Plesioth scales,{j}decorated with fins.{j}Strongly repels Water element attacks."
33,キングロブスタの殻をベース{j}に、高性能な頭用の装備に{j}仕上げた工房自慢の一品。,"Using King Lobster shell as a base, a{j}proud workshop creation: head equipment{j}finished into high-performance gear."
34,バサルモスの素材で作られた{j}頭用装備。高硬度の素材の{j}加工には、高い技術が必要。,Head armor made from Basarios materials.{j}Working this high-hardness material{j}requires great skill.
35,バサルモスの素材で作られた{j}頭用装備。照準の合わせやす{j}さも考慮された形状。,Head armor made from Basarios materials.{j}Shaped with ease{j}of aiming in mind.
36,ディアブロスの象徴である{j}角が周囲を威嚇する頭用装備。{j}砂漠の覇者の証でもある。,"Head armor with horns, the symbol of{j}Diablos, that intimidate the surroundings.{j}It is also proof of the desert's ruler."
37,角竜を仕留めた者だけが手に{j}できる、勇壮な頭用装備。{j}他の防具とは一線を画す風格。,Heroic Head armor that only those who slew{j}Diablos can obtain. A style that sets it{j}apart from other armor.
38,モノブロスの角が見るものを{j}畏怖させる、猛々しい頭装備。{j}これをかぶる者は英雄と同義。,Fierce head armor whose Monoblos horn{j}strikes awe into all who behold it.{j}One who dons it is a hero by definition.
39,モノブロスの素材で作られた{j}頭用装備。格別の重厚感と{j}存在感がある。,Head armor made from Monoblos materials.{j}It carries a singular heft and presence.{j}
40,グラビモスの素材で作られた{j}頭用装備。岩の如き装甲が{j}モンスターの攻撃を防ぐ。,Made from Gravios materials{j}Head equipment. Armor like rock{j}Blocks monster attacks.
41,グラビモスの素材で作られた{j}頭用装備。身に着けている{j}だけで猛者の証明となる。,Made from Gravios materials{j}Head equipment. Equipped.{j}It alone is proof of a master.
42,道場の卒業者に贈られる、{j}魂のこもった頭用装備。{j}教官との毎日がよみがえる。,"Head Armor imbued with the soul of,{j}awarded to dojo graduates. Every day spent{j}with the Instructor comes back to mind."
43,モスの頭部を模した頭用装備。{j}もうモス気分！,Head gear modeled after a Mosswine's head.{j}You're in Mosswine spirits now!
44,アイルーの顔を模して作られ{j}たマスク。不気味にカワイイ{j}と評判の逸品。,"A mask crafted in the image of an Airou's{j}face. An eerily cute masterpiece, by{j}reputation."
45,混沌を喚ぶと云われるキノコ{j}を模した不思議な帽子。{j}対峙した者は幻覚に襲われる。,A strange hat modeled after a mushroom{j}said to summon chaos. Those who face it{j}are struck by hallucinations.
46,美しい花びらから作られた{j}頭用装備。しなやかな花弁が{j}優しく頭部を守る。,Head gear made from beautiful petals.{j}Its supple petals{j}gently guard the head.
47,魚鱗から作られた頭部をスッ{j}ポリと覆う頭巾。桜色の美し{j}い鱗には不思議な力がある。,A hood made from fish scales that snug{j}ly covers the head. The beauti{j}ful cherry-colored scales have a mysterious power.
48,一流のシェフを目指す者が{j}頭にかぶるキッチンでの正装。{j}≪料理は真心≫と刺繍がある。,Formal kitchen wear{j}worn on the head by an aspiring top chef.{j}Embroidered with ≪Cooking is Devotion≫.
49,ランポスの頭部を模した頭用{j}装備。ランポスと心が通う…{j}ような気がする。,Head gear modeled after a Velociprey's{j}head. You feel as if you can commune with{j}Velociprey.
50,ゲネポスの頭部を模した頭用{j}装備。{j}ゲネポスの狡猾さが身につく。,Head{j}Armor modeled after a Genprey's head.{j}Wearing it grants a Genprey's cunning.
51,イーオスの頭部を模した頭用{j}装備。{j}イーオスの怒りに同調できる。,Head{j}armor modeled after an Ioprey's head.{j}Can attune to an Ioprey's rage.
52,ブルファンゴの頭部を模した{j}頭用装備。ブルファンゴの{j}気持ちに近づける。,Head equipment modeled after a Bullfango's{j}head. Lets you get closer to a Bullfango's{j}feelings.
53,おしゃれさん御用達、{j}赤色のセクシーなピアス。{j}火属性の攻撃に強い。,A favorite of the stylish:{j}sexy red earrings.{j}Strong against Fire attacks.
54,おしゃれさん御用達、{j}青色のクールなピアス。{j}水属性の攻撃に強い。,A favorite of the stylish:{j}cool blue earrings.{j}Strong against Water attacks.
55,おしゃれさん御用達、{j}黄色のキュートなピアス。{j}雷属性の攻撃に強い。,A favorite of the stylish:{j}cute yellow earrings.{j}Strong against Thunder attacks.
56,おしゃれさん御用達、{j}黒のシックなピアス。{j}龍属性の攻撃に強い。,A favorite of the stylish:{j}chic black earrings.{j}Strong against Dragon attacks.
57,忍ぶ者へ授けられるという面{j}を模った武具。試練を乗り越{j}えた時その真価が問われる。,A weapon modeled after the mask{j}said to be granted to those who endure. Its true worth is tested when they overcome{j}a trial.
58,忍ぶ者へ授けられるという面{j}を模った武具。試練を乗り越{j}えた時その真価が問われる。,A weapon modeled after the mask{j}said to be granted to those who endure. Its true worth is tested when they overcome{j}a trial.
59,街を守護するという騎士の、{j}頭装備の廉価版。防御力は{j}高いが男性専用。,"A budget version of the head gear worn by{j}knights sworn to guard the city. Defense{j}is high, but it is for male Hunters only."
60,街を守護するという騎士の、{j}頭装備の廉価版。羽飾りと特{j}徴的な面頬が人気の一品。,"A budget version of the{j}head gear worn by knights sworn to guard the city. A popular piece, thanks to its feather plume and distinctive{j}face guard."
61,お店の看板娘の制服。その{j}頭装備の同型品。特徴的な頭{j}飾りがキュート。,The uniform of the shop's poster girl. A{j}same-model version of that head equipment.{j}The distinctive head ornament is cute.
62,お店の女性スタッフ用の制服{j}の市販版。清潔感のある{j}頭飾りとメガネがポイント。,A retail version of the shop's female{j}staff uniform. The clean headpiece and{j}glasses are the key points.
63,名だたる使い手の遺骨を加工{j}した頭用防具。全身に覇気が{j}みなぎり、感覚が鋭敏になる。,"Head armor crafted from the remains of a{j}renowned wielder. A dominating aura fills{j}the body, sharpening the senses."
64,黒狼鳥の禍々しい頭部を、で{j}きる限り再現した防具。不気{j}味なオーラが立ち上っている。,Armor that reproduces the Black Wolf{j}Bird's sinister head as faithfully as{j}possible. An eerie aura rises from it.
65,黒狼鳥の素材を用いた防具。{j}素材に宿る力が、装着者に{j}鋭敏な感覚を与えるという。,Armor made from Yian Garuga materials. The{j}power dwelling in the material is said to{j}grant the wearer keen senses.
66,黒狼鳥の頭部を模した装備。{j}突き出した顎と広げた耳には{j}見る者を圧倒する迫力がある。,Equipment modeled after the head of a Yian{j}Garuga. Its jutting jaw and flared ears{j}give it an overwhelming presence.
67,老山龍の素材で作られた男性{j}用兜。威風堂々とした出で{j}立ちは剣士究極の姿。,A helm for male made from Lao-Shan Lung{j}materials. Its majestic bearing is the{j}ultimate form of a Blademaster.
68,老山龍の素材で作られた男性{j}用兜。究極の素材により、東{j}方伝来の技術はここに極まる。,Male helm made from Lao-Shan Lung{j}materials. Eastern techniques reach their{j}pinnacle with this ultimate material.
69,老山龍の素材で作られた女性{j}用頭装備。凛々しくも神々{j}しい出で立ちは剣士究極の姿。,"Female head armor made from Lao-Shan Lung{j}materials. Its gallant, divine bearing is{j}the Blademaster's ultimate form."
70,老山龍の素材で作られた女性{j}用頭装備。龍の素材は匠の技{j}により究極の艶を放つ。,Female head armor made from Lao-Shan Lung{j}materials. Dragon material gains ultimate{j}luster through craftsmanship.
71,黒龍の唸りを思い起こさせる{j}頭用装備。いもしない黒龍の{j}視線に怯え狂死した使用者も。,"Head armor recalling the Black Dragon's{j}growl. Some wearers died mad with fear of{j}its gaze, though it was not there."
72,今にも黒龍の断末魔が聞こえ{j}て来そうな頭用の装備。肉体{j}の限界を超えた力をもたらす。,Head armor that seems to echo the Black{j}Dragon's death cry. Grants strength beyond{j}the body's limits.
73,軽い素材で作られた頭用装備。{j}使い手を選ばない堅実な{j}作りが安心。,"Head armor made from lightweight{j}materials. Its dependable, user-friendly{j}construction gives peace of mind."
74,鉱石で作られた頭用装備。{j}これまで多くのハンターを{j}守ってきた由緒ある装備。,Head equipment made from ore.{j}A venerable piece of equipment that has{j}protected many hunters.
75,ハンター用に作られた頭用{j}装備。頑丈で通気性も良く{j}多くのハンターが愛用する。,"Head equipment made for Hunters. Sturdy{j}and well-ventilated, loved by many{j}Hunters."
76,ハンター用に作られた頭用{j}装備。目を覆う部分に{j}スコープを内蔵。,Head{j}equipment made for Hunters.{j}Built-in scope in the eye cover.
77,モンスターの頭骨をベースに{j}作られた頭用装備。{j}ネイティブな香りが漂う。,Head armor made using{j}a monster skull as its base.{j}It carries a native scent.
78,頭骨になぞの装飾をあしらっ{j}た頭用装備。ここぞという{j}ときに装備したい一着。,Head gear adorned with mysterious{j}ornaments on a skull. A piece you will{j}want to equip when it truly counts.
79,ギアノスの素材で作られた、{j}白い頭用装備。雪国ハンター{j}達のオシャレに最適。,"Made from Giaprey materials,{j}white head gear.{j}Perfect fashion for snow-country Hunters."
80,ギアノスの素材を繋ぎ合わせ{j}た頭用装備。交易品として、{j}高く取引されることも。,Head armor assembled{j}from Giaprey materials. It is even traded{j}at high prices as a commodity.
81,ハンター用に作られた頭用{j}装備。かけだしのハンターに{j}は手の届かない品。,Head{j}equipment made for Hunters. An item{j}beyond the reach of novice Hunters.
82,ハンター用に作られた頭用{j}装備。これを着用することは、{j}一流ハンターの証。,Head equipment made for Hunters. Wearing{j}this marks you as a first-class Hunter.{j}
83,ランゴスタの素材で覆われた{j}頭用装備。火と水には極端に{j}弱いが、硬い外殻により強固。,"Head armor covered in Vespoid parts.{j}Extremely weak to fire and water, but{j}sturdy thanks to its hard shell."
84,ランゴスタの素材で覆われた{j}頭用装備。元が昆虫の甲殻だ{j}とは信じられないほど。,Head equipment covered in Vespoid{j}materials. It's hard to believe it was{j}originally an insect's shell.
85,強固なカンタロスの素材で{j}覆われた頭用装備。その光沢{j}は、金属と見まごうばかり。,Head armor covered in{j}hard Kantharos material. Its luster{j}could easily be mistaken for metal.
86,強固なカンタロスの素材で{j}覆われた頭用装備。龍耐性に{j}特化した貴重な防具。,Head armor covered in hard Kantharos{j}material. A precious piece of Armor{j}specialized for dragon resistance.
87,貴重な鉱石が主成分の頭用{j}装備。くせがなく手練れの{j}ハンターも愛用する。,Head armor made mainly of precious ore.{j}Unpretentious; even veteran Hunters favor{j}it.
88,貴重な鉱石が主成分の{j}頭用装備。その質実剛健な{j}美しさに見とれる者も多い。,"Head armor made primarily of precious ore.{j}Many are captivated by its sturdy, simple{j}beauty."
89,上質なゲネポスの素材で{j}作られた頭用装備。{j}ランポスヘルムの強化型。,Head armor made from high-quality Genprey{j}materials. An upgraded version of the{j}Velociprey Helm.
90,ゲネポスの細かい鱗を繋ぎ{j}合わせて作られた頭用装備。{j}高度な技術が用いられている。,Head Armor crafted by joining together the{j}fine scales of a Genprey. Advanced{j}techniques were used in its making.
91,上質なイーオス素材で作られ{j}た頭用装備。ランポス系では{j}最強クラスの防具。,"Head armor made from high-quality Ios{j}materials. For the Velociprey series, it{j}is the strongest class of armor."
92,紫の鱗が美しい防具。{j}厳選したイーオス素材を、繋{j}ぎ合わせて作られた頭用装備。,Armor with beautiful purple scales.{j}Head gear made by stitching together{j}carefully selected Ioprey material.
93,ゲリョスの皮で覆われた頭用{j}装備。皮がゴム質のため、{j}物理攻撃には強い。,"Head armor covered in Gypceros hide. Since{j}the hide is rubbery, it is strong against{j}physical attacks."
94,ゲリョスの皮で覆われた頭用{j}装備。独特の外見には、{j}言い知れぬ威圧感がある。,Head armor covered in Gypceros hide. Its{j}unique appearance gives off an{j}inexplicable sense of intimidation.
95,ガレオスの素材で作られた{j}頭用装備。大きなヒレの飾り{j}が誇らしげに輝く。,Head armor made from Gareos materials. The{j}large fin ornament shines proudly.{j}
96,ガレオスの素材で作られた{j}頭用装備。ガレオスの鱗に{j}より水耐性が強化されている。,Head armor made from Gareos materials. Its{j}water resistance is strengthened beyond{j}that of Gareos scales.
97,その美しさは見る者を魅了し、{j}感銘すら与えるという女王の{j}頭用装備。鉄壁の防御力。,"Its beauty captivates all who behold it,{j}Of the queen who even inspires awe{j}Head armor. Ironclad defense."
98,それ自体が宝石のように珍重{j}される、幻の防具。細部まで{j}尽くされた意匠は見事の一語。,"Phantom Armor prized like a jewel in its{j}own right. Its design, perfected down to{j}every detail, is simply superb."
99,フルフルの皮で覆われた頭用{j}装備。暗い…。,Head armor{j}covered in Khezu hide. Gloomy...
100,フルフルの皮で覆われた頭用{j}装備。怪しい…。,Head armor{j}covered in Khezu hide. Suspicious...
101,深い宵闇の色をした頭用装備。{j}これを被る者に出会ったが最{j}後、二度と夜明けは訪れない。,"Head armor in the color of deep midnight{j}darkness. Once you meet the one who wears{j}this, the dawn will never come again."
102,逢う魔が時の空のような色を{j}した頭用の装備。まさに悪魔{j}のごとき強さを発揮する。,Head armor hued like the sky at the{j}witching hour. It displays strength truly{j}demonic.
103,ガノトトスの強固な鱗をベー{j}スに、ヒレで装飾された頭用{j}装備。頑丈だが雷に弱い。,Plesioth's sturdy scales form the{j}base of this fin-decorated head{j}armor. Sturdy but weak to Thunder.
104,ガノトトスの鱗をベースに、{j}ヒレで装飾された頭用装備。{j}水属性攻撃を強力に弾く。,"Head equipment based on Plesioth scales,{j}decorated with fins.{j}Strongly repels Water element attacks."
105,バサルモスの素材で作られた{j}頭用装備。高硬度の素材の{j}加工には、高い技術が必要。,Head armor made from Basarios materials.{j}Working this high-hardness material{j}requires great skill.
106,バサルモスの素材で作られた{j}頭用装備。照準の合わせやす{j}さも考慮された形状。,Head armor made from Basarios materials.{j}Shaped with ease{j}of aiming in mind.
107,ディアブロスの象徴である{j}角が周囲を威嚇する頭用装備。{j}砂漠の覇者の証でもある。,"Head armor with horns, the symbol of{j}Diablos, that intimidate the surroundings.{j}It is also proof of the desert's ruler."
108,角竜を仕留めた者だけが手に{j}できる、勇壮な頭用装備。{j}他の防具とは一線を画す風格。,Heroic Head armor that only those who slew{j}Diablos can obtain. A style that sets it{j}apart from other armor.
109,モノブロスの角が見るものを{j}畏怖させる、猛々しい頭装備。{j}これをかぶる者は英雄と同義。,Fierce head armor whose Monoblos horn{j}strikes awe into all who behold it.{j}One who dons it is a hero by definition.
110,モノブロスの素材で作られた{j}頭用装備。格別の重厚感と{j}存在感がある。,Head armor made from Monoblos materials.{j}It carries a singular heft and presence.{j}
111,グラビモスの素材で作られた{j}頭用装備。岩の如き装甲が{j}モンスターの攻撃を防ぐ。,Made from Gravios materials{j}Head equipment. Armor like rock{j}Blocks monster attacks.
112,グラビモスの素材で作られた{j}頭用装備。身に着けている{j}だけで猛者の証明となる。,Made from Gravios materials{j}Head equipment. Equipped.{j}It alone is proof of a master.
113,雲一つ無い澄みきった空の{j}ように心を無にできた者のみ{j}付けることが許された面。,"A mask that only one who can empty{j}their mind like a cloudless, clear sky{j}is permitted to wear."
114,海のように限りなく慈悲深き{j}心を持つ者のみ付けることが{j}許された面。,A visor that only those with a{j}heart as endlessly merciful as the sea are{j}permitted to wear.
115,ギルドを守護するナイトの、{j}正式な頭装備。金色の兜は{j}選ばれし者の証。,Official head armor of the knight who{j}guards the guild. The golden helm is proof{j}of the chosen one.
116,ギルドナイトの正式な頭装備。{j}金の兜と赤い羽飾りが見る者{j}を威圧する。男性のみ着用可。,Official head equipment of a Guild Knight.{j}The gold helm and red plume intimidate all{j}who behold it. Wearable by men only.
117,ギルドの看板娘達の正式な{j}制服。特徴的な頭飾りが{j}チャーミング。,The official uniform of the Guild's poster{j}girls. The distinctive headdress is{j}charming.
118,ギルドスタッフの正式な制服。{j}ギルドに貢献した女性のみ、{j}その着用が許される。,Official uniform of the guild staff. Only{j}women who have contributed to the guild{j}are permitted to wear it.
119,老山龍の素材で作られた男性{j}用兜。威風堂々とした出で{j}立ちは剣士究極の姿。,A helm for male made from Lao-Shan Lung{j}materials. Its majestic bearing is the{j}ultimate form of a Blademaster.
120,老山龍の素材で作られた男性{j}用兜。究極の素材により、東{j}方伝来の技術はここに極まる。,Male helm made from Lao-Shan Lung{j}materials. Eastern techniques reach their{j}pinnacle with this ultimate material.
121,老山龍の素材で作られた女性{j}用頭装備。凛々しくも神々{j}しい出で立ちは剣士究極の姿。,"Female head armor made from Lao-Shan Lung{j}materials. Its gallant, divine bearing is{j}the Blademaster's ultimate form."
122,老山龍の素材で作られた女性{j}用頭装備。龍の素材は匠の技{j}により究極の艶を放つ。,Female head armor made from Lao-Shan Lung{j}materials. Dragon material gains ultimate{j}luster through craftsmanship.
123,古い壁画に残る、龍をも凌ぐ{j}力を持つ人々の防具に酷似し{j}た頭装備。羽毛のように軽い。,"Head armor closely resembling the armor of the people in ancient murals, whose power{j}surpassed even dragons.{j}Light as a feather."
124,かぶると雑念が消え去り、目{j}の前の敵を殲滅することしか{j}考えられなくなる恐怖の防具。,"Armor of fear that, when worn, clears your mind of distracting thoughts, so that you can only{j}think of annihilating the enemy before your{j}eyes."
125,黄金の月の欠片で作られたか{j}と思わせる、壮麗なる女王の{j}頭装備。光こそが最たる装飾。,Is it made from a fragment of the golden moon?{j}making you think so--the magnificent queen's{j}Head equipment. Light is the ultimate adornment.
126,夜空から舞い降りた月の女王{j}の頭用装備。その美しさは{j}モンスターたちをも虜にする。,Head armor of the Moon Queen who descended{j}from the night sky. Its beauty captivates{j}even monsters.
127,氷のように冷たい金属質の輝{j}きと、炎のような荒々しさを{j}併せ持つ銀竜を体現した防具。,"Armor embodying the Silver Dragon, which{j}possesses both an ice-cold metallic gleam{j}and a fiery ferocity."
128,銀色の太陽から注ぐ、剣より{j}鋭い光をまとった頭用の装備。{j}放つ弾丸はすべてを貫く。,"Head gear clad in light pouring from a{j}silver sun, sharper than any blade. The{j}bullets it fires pierce all."
129,軽い素材で作られた頭用装備。{j}使い手を選ばない堅実な{j}作りが安心。,"Head armor made from lightweight{j}materials. Its dependable, user-friendly{j}construction gives peace of mind."
130,鉱石で作られた頭用装備。{j}これまで多くのハンターを{j}守ってきた由緒ある装備。,Head equipment made from ore.{j}A venerable piece of equipment that has{j}protected many hunters.
131,ハンター用に作られた頭用{j}装備。頑丈で通気性も良く{j}多くのハンターが愛用する。,"Head equipment made for Hunters. Sturdy{j}and well-ventilated, loved by many{j}Hunters."
132,ハンター用に作られた頭用{j}装備。目を覆う部分に{j}スコープを内蔵。,Head{j}equipment made for Hunters.{j}Built-in scope in the eye cover.
133,モンスターの頭骨をベースに{j}作られた頭用装備。{j}ネイティブな香りが漂う。,Head armor made using{j}a monster skull as its base.{j}It carries a native scent.
134,頭骨になぞの装飾をあしらっ{j}た頭用装備。ここぞという{j}ときに装備したい一着。,Head gear adorned with mysterious{j}ornaments on a skull. A piece you will{j}want to equip when it truly counts.
135,ランポスの素材で作られた{j}頭用装備。{j}機能面でも実に優秀。,Head equipment made from Velociprey{j}materials. It is also truly excellent in{j}functionality.
136,ランポスの素材を繋ぎ合わせ{j}て作られた頭用装備。{j}乱戦にも耐えうる防御力。,Head gear made by joining Velociprey{j}materials together.{j}Defense that endures a brawl.
137,ハンター用に作られた頭用{j}装備。かけだしのハンターに{j}は手の届かない品。,Head{j}equipment made for Hunters. An item{j}beyond the reach of novice Hunters.
138,ハンター用に作られた頭用{j}装備。これを着用することは、{j}一流ハンターの証。,Head equipment made for Hunters. Wearing{j}this marks you as a first-class Hunter.{j}
139,ランゴスタの素材で覆われた{j}頭用装備。火と水には極端に{j}弱いが、硬い外殻により強固。,"Head armor covered in Vespoid parts.{j}Extremely weak to fire and water, but{j}sturdy thanks to its hard shell."
140,ランゴスタの素材で覆われた{j}頭用装備。元が昆虫の甲殻だ{j}とは信じられないほど。,Head equipment covered in Vespoid{j}materials. It's hard to believe it was{j}originally an insect's shell.
141,強固なカンタロスの素材で{j}覆われた頭用装備。その光沢{j}は、金属と見まごうばかり。,Head armor covered in{j}hard Kantharos material. Its luster{j}could easily be mistaken for metal.
142,強固なカンタロスの素材で{j}覆われた頭用装備。龍耐性に{j}特化した貴重な防具。,Head armor covered in hard Kantharos{j}material. A precious piece of Armor{j}specialized for dragon resistance.
143,貴重な鉱石が主成分の頭用{j}装備。くせがなく手練れの{j}ハンターも愛用する。,Head armor made mainly of precious ore.{j}Unpretentious; even veteran Hunters favor{j}it.
144,貴重な鉱石が主成分の{j}頭用装備。その質実剛健な{j}美しさに見とれる者も多い。,"Head armor made primarily of precious ore.{j}Many are captivated by its sturdy, simple{j}beauty."
145,上質なゲネポスの素材で{j}作られた頭用装備。{j}ランポスヘルムの強化型。,Head armor made from high-quality Genprey{j}materials. An upgraded version of the{j}Velociprey Helm.
146,ゲネポスの細かい鱗を繋ぎ{j}合わせて作られた頭用装備。{j}高度な技術が用いられている。,Head Armor crafted by joining together the{j}fine scales of a Genprey. Advanced{j}techniques were used in its making.
147,イャンクックの、特に良質な{j}素材で作られた頭用装備。{j}怪鳥のイメージを覆す強さ。,High-quality Yian Kut-Ku head armor.{j}Strong enough to overturn the Bird Wyvern{j}image.
148,ごく一部分からしか取れない{j}怪鳥の堅牢な甲殻を使った、{j}最上位の頭用装備。,"Top-tier head gear made from the sturdy{j}shell of a Yian Kut-Ku, obtainable from{j}only a tiny portion of it."
149,上質なイーオス素材で作られ{j}た頭用装備。ランポス系では{j}最強クラスの防具。,"Head armor made from high-quality Ios{j}materials. For the Velociprey series, it{j}is the strongest class of armor."
150,赤い鱗が美しい防具。{j}厳選したイーオス素材を、繋{j}ぎ合わせて作られた頭用装備。,Armor with beautiful red scales.{j}Head equipment made by joining{j}carefully selected Ios materials.
151,ゲリョスの皮で覆われた頭用{j}装備。皮がゴム質のため、{j}物理攻撃には強い。,"Head armor covered in Gypceros hide. Since{j}the hide is rubbery, it is strong against{j}physical attacks."
152,ゲリョスの皮で覆われた頭用{j}装備。独特の外見には、{j}言い知れぬ威圧感がある。,Head armor covered in Gypceros hide. Its{j}unique appearance gives off an{j}inexplicable sense of intimidation.
153,ガレオスの素材で作られた{j}頭用装備。大きなヒレの飾り{j}が誇らしげに輝く。,Head armor made from Gareos materials. The{j}large fin ornament shines proudly.{j}
154,ガレオスの素材で作られた{j}頭用装備。ガレオスの鱗に{j}より水耐性が強化されている。,Head armor made from Gareos materials. Its{j}water resistance is strengthened beyond{j}that of Gareos scales.
155,女王の気品、そして華麗さと{j}力強さ。すべてが凝縮された、{j}美しくも恐るべき頭用装備。,"The Queen's grace, splendor, and{j}strength. All condensed into this{j}beautiful yet fearsome head armor."
156,女王の名を冠する頭用の装備。{j}灼熱の火炎にも焦げ跡ひとつ{j}つかない、まさに芸術品。,Head armor bearing the Queen's name. Not a{j}single scorch mark from even searing{j}flames; truly a work of art.
